created_at,sentiment_label,category,full_text,tokenization
2022-11-22 22:44:04+00:00,-1.0,neutral,masih trauma banget ngebekas karena gempa cianjur kemarin   ada goyang sedikit jadi parno banget   ditambah tetangga samping rumah roboh bagian halaman nyaa,"['trauma', 'banget', 'ngebekas', 'gempa', 'cianjur', 'kemarin', 'goyang', 'parno', 'banget', 'tambah', 'tetangga', 'samping', 'rumah', 'roboh', 'halaman', 'nyaa']"
2022-11-22 22:44:53+00:00,-1.0,neutral,data terkini jumlah korban gempa cianjur,"['data', 'kini', 'korban', 'gempa', 'cianjur']"
2022-11-22 22:46:04+00:00,-1.0,neutral,sekolah rusak akibat gempa cianjur  disdik jawa barat pastikan kbm tetap berjalan,"['sekolah', 'rusak', 'akibat', 'gempa', 'cianjur', 'disdik', 'jawa', 'barat', 'pasti', 'kbm', 'jalan']"
2022-11-22 22:47:01+00:00,-1.0,clothes,sejumlah lokasi bencana kehabisan stok kain kafan untuk pemulasaran jenazah korban gempa cianjur  jabar  jenazah terpaksa didiamkan di halaman posko darurat,"['lokasi', 'bencana', 'habis', 'stok', 'kain', 'kafan', 'pemulasaran', 'jenazah', 'korban', 'gempa', 'cianjur', 'jabar', 'jenazah', 'paksa', 'diam', 'halaman', 'posko', 'darurat']"
2022-11-22 22:47:32+00:00,-1.0,neutral,nasib  ibu hamil di desa benjot nahas saat gempa bumi cianjur  indri tertimbun usai jajan di warung    lewat tribunnews,"['nasib', 'hamil', 'desa', 'benjot', 'nahas', 'gempa', 'bumi', 'cianjur', 'indri', 'timbun', 'jajan', 'warung', 'tribunnews']"
2022-11-22 22:47:37+00:00,-1.0,food,infobmkg yang di daerah pusat kota cianjur belum tersentuh bantuan  info dari rekan sesama alumni organisasi kemahasiswaan kampus yang juga terdampak gempa,"['infobmkg', 'daerah', 'pusat', 'kota', 'cianjur', 'sentuh', 'bantu', 'info', 'rekan', 'alumni', 'organisasi', 'mahasiswa', 'kampus', 'dampak', 'gempa']"
2022-11-22 22:47:43+00:00,1.0,neutral,jazuli juwaini instruksikan anggota fraksi pks dpr sisihkan gaji untuk korban gempacianjur,"['jazuli', 'juwaini', 'instruksi', 'anggota', 'fraksi', 'pks', 'dpr', 'sisih', 'gaji', 'korban', 'gempacianjur']"
2022-11-22 22:47:52+00:00,1.0,neutral,putin menyampaikan belasungkawa kepada presiden jokowi terkait insiden gempa cianjur  dia berduka atas jatuhnya banyak korban jiwa akibat bencana itu,"['putin', 'belasungkawa', 'presiden', 'jokowi', 'kait', 'insiden', 'gempa', 'cianjur', 'duka', 'jatuh', 'korban', 'jiwa', 'akibat', 'bencana']"
2022-11-22 22:49:03+00:00,1.0,medical emergency,bsmi peduli cianjur  bsmi mendirikan posko peduli gempa cianjur berupa rumah sakit lapangan untuk memberikan bantuan medis kepada korban gempa  dukung tim relawan bsmi mari bantu warga cianjur  salam kemanusiaan tanpa batas  care for life  selamatkan satu jiwa sambung seribu,"['bsmi', 'peduli', 'cianjur', 'bsmi', 'diri', 'posko', 'peduli', 'gempa', 'cianjur', 'rumah', 'sakit', 'lapang', 'bantu', 'medis', 'korban', 'gempa', 'dukung', 'tim', 'rawan', 'bsmi', 'mari', 'bantu', 'warga', 'cianjur', 'salam', 'manusia', 'batas', 'care', 'for', 'life', 'selamat', 'jiwa', 'sambung', 'ribu']"
2022-11-22 22:49:03+00:00,-1.0,neutral,tulis pray for cianjur  tapi sebar video gempa donggala,"['tulis', 'pray', 'for', 'cianjur', 'sebar', 'video', 'gempa', 'donggala']"
2022-11-22 22:49:04+00:00,1.0,food,presiden mbz kirim bantuan makanan untuk korban gempa cianjur,"['presiden', 'mbz', 'kirim', 'bantu', 'makan', 'korban', 'gempa', 'cianjur']"
2022-11-22 22:49:40+00:00,-1.0,neutral,mengapa gempa cianjur memiliki daya rusakbesar,"['gempa', 'cianjur', 'milik', 'daya', 'rusakbesar']"
2022-11-22 22:50:00+00:00,1.0,clothes,gus muhaimin serukan kader pkb dan semua pihak bantu korban gempa cianjur  bagusmuhaiminsampang cakiminow halimiskandarnu dpppkb fraksipkb imansyukri emhasanuddin dpwpkbjatim ariasharie enterdeeper mifthulmunir mujibmdr hamiideldino,"['gus', 'muhaimin', 'seru', 'kader', 'pkb', 'bantu', 'korban', 'gempa', 'cianjur', 'bagusmuhaiminsampang', 'cakiminow', 'halimiskandarnu', 'dpppkb', 'fraksipkb', 'imansyukri', 'emhasanuddin', 'dpwpkbjatim', 'ariasharie', 'enterdeeper', 'mifthulmunir', 'mujibmdr', 'hamiideldino']"
2022-11-22 22:50:02+00:00,-1.0,neutral,sejumlah lokasi bencana kehabisan stok kain kafan untuk pemulasaran jenazah korban gempa cianjur  jabar  jenazah terpaksa didiamkan di halaman posko darurat,"['lokasi', 'bencana', 'habis', 'stok', 'kain', 'kafan', 'pemulasaran', 'jenazah', 'korban', 'gempa', 'cianjur', 'jabar', 'jenazah', 'paksa', 'diam', 'halaman', 'posko', 'darurat']"
2022-11-22 22:51:26+00:00,-1.0,neutral,ireezne barusan aku baca  katanya cianjur kena gempa sampek  kali  serem banget  mama stay safe ya  semoga mama sama keluarga baik baik aja,"['ireezne', 'barusan', 'baca', 'cianjur', 'kena', 'gempa', 'sampek', 'kali', 'rem', 'banget', 'mama', 'stay', 'safe', 'ya', 'moga', 'mama', 'keluarga', 'aja']"
2022-11-22 22:52:34+00:00,-1.0,neutral,pvmbg ungkap dua penyebab daya rusak gempa cianjur  tempotekno,"['pvmbg', 'sebab', 'daya', 'rusak', 'gempa', 'cianjur', 'tempotekno']"
2022-11-22 22:54:41+00:00,-1.0,neutral,rivaired jalur sebagai salah satu korban gempa di cianjur  tweet ini membuat sakit hati sih,"['rivaired', 'jalur', 'salah', 'korban', 'gempa', 'cianjur', 'tweet', 'sakit', 'hati', 'sih']"
2022-11-22 22:54:42+00:00,1.0,neutral,cianjur berduka  duka indonesia   salurkan aksi kemanusiaan tuk korban bencana   aksi peduli gempa cianjur   salurkan bantuan perlengkapan bayi dan obat obatan via hasanahdotid,"['cianjur', 'duka', 'duka', 'indonesia', 'salur', 'aksi', 'manusia', 'tuk', 'korban', 'bencana', 'aksi', 'peduli', 'gempa', 'cianjur', 'salur', 'bantu', 'lengkap', 'bayi', 'obat', 'obat', 'via', 'hasanahdotid']"
2022-11-22 22:55:02+00:00,1.0,shelter,bangun dapur umum  relawan door to door salurkan bantuan korban gempa cianjur  terbaru bangun bantuan berita,"['bangun', 'dapur', 'rawan', 'door', 'to', 'door', 'salur', 'bantu', 'korban', 'gempa', 'cianjur', 'baru', 'bangun', 'bantu', 'berita']"
2022-11-22 22:59:34+00:00,-1.0,neutral,gempa cianjur korban meninggal  orang  ribuan rumah ambruk     turut berduka cita   bmkg   kerasa   jawa barat     sr   innalillahi   gempa   earthquake,"['gempa', 'cianjur', 'korban', 'tinggal', 'orang', 'ribu', 'rumah', 'ambruk', 'duka', 'cita', 'bmkg', 'rasa', 'jawa', 'barat', 'sr', 'innalillahi', 'gempa', 'earthquake']"
2022-11-22 22:59:37+00:00,1.0,neutral,dubes ri cheppytw dan keluarga besar kbri mexico city turut berduka cita atas musibah gempa bumi yang terjadi di kabupaten cianjur  jawa barat pada  november    kemluri prayforcianjur,"['dubes', 'ri', 'cheppytw', 'keluarga', 'kbri', 'mexico', 'city', 'duka', 'cita', 'musibah', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'jawa', 'barat', 'november', 'kemluri', 'prayforcianjur']"
2022-11-22 23:01:19+00:00,-1.0,neutral,begini potret  bangunan sekolah di kab  cianjur rusak berat akibat gempa bumi berkekuatan   magnitudo   via detikjabar,"['potret', 'bangun', 'sekolah', 'kab', 'cianjur', 'rusak', 'berat', 'akibat', 'gempa', 'bumi', 'kuat', 'magnitudo', 'via', 'detikjabar']"
2022-11-22 23:01:41+00:00,1.0,neutral,turut berduka cita atas musibah gempa bumi di cianjur  doa kami untuk seluruh korban gempa bumi di cianjur  semoga keluarga  rekan dan saudara kita di cianjur dalam keadaan aman dan sehat  cepat pulih dan dapat kembali beraktivitas  aamiin,"['duka', 'cita', 'musibah', 'gempa', 'bumi', 'cianjur', 'doa', 'korban', 'gempa', 'bumi', 'cianjur', 'moga', 'keluarga', 'rekan', 'saudara', 'cianjur', 'aman', 'sehat', 'cepat', 'pulih', 'aktivitas', 'aamiin']"
2022-11-22 23:01:47+00:00,-1.0,neutral,top  hits  november  update korban meninggal dunia gempa bumi cianjur paling banyak dicari,"['top', 'hits', 'november', 'update', 'korban', 'tinggal', 'dunia', 'gempa', 'bumi', 'cianjur', 'cari']"
2022-11-22 23:04:43+00:00,-1.0,neutral,masih shock ternyata salah satu keluarga aku korban gempa cianjur juga,"['shock', 'salah', 'keluarga', 'korban', 'gempa', 'cianjur']"
2022-11-22 23:05:07+00:00,1.0,neutral,badan geologi esdm tetapkan cianjur jadi daerah rawan gempa level tinggi,"['badan', 'geologi', 'esdm', 'tetap', 'cianjur', 'daerah', 'rawan', 'gempa', 'level']"
2022-11-22 23:05:40+00:00,-1.0,neutral,sudah lah pak membuai org dgn janji  lah janji utk korban gempa palu dan donggala sampai skrg blm selesai    kasihanilah sdr kami   kpd media     tolong kasih berita lengkap  krn duit yg diberikan untuk cianjur adalah duit negara dan kebetulan dari tangan dia,"['buai', 'org', 'dgn', 'janji', 'janji', 'utk', 'korban', 'gempa', 'palu', 'donggala', 'skrg', 'blm', 'selesai', 'kasihan', 'sdr', 'kpd', 'media', 'tolong', 'kasih', 'berita', 'lengkap', 'krn', 'duit', 'cianjur', 'duit', 'negara', 'tangan']"
2022-11-22 23:05:52+00:00,1.0,medical emergency,pengungsi gempa di nagrag cianjur butuh obatobatan dan penerangan,"['ungsi', 'gempa', 'nagrag', 'cianjur', 'butuh', 'obatobatan', 'terang']"
2022-11-22 23:06:14+00:00,-1.0,neutral,kampung garung  desa cirumput  cugenang  kabupaten cianjur menjadi salah satu desa yang terdampak gempa,"['kampung', 'garung', 'desa', 'cirumput', 'cugenang', 'kabupaten', 'cianjur', 'salah', 'desa', 'dampak', 'gempa']"
2022-11-22 23:06:24+00:00,-1.0,neutral,gempa cianjur  bikin gw teringat sama gempa jogja beberapa tahun lalu  saat itu gw masih sma  sesaat habis gempa  semua jaringan komunikasi keputus  gw dan keluarga panik karena semua saudara gak ada yg bisa dihubungin  gw mantengin berita di tv sembari ngeredial nomer saudara,"['gempa', 'cianjur', 'bikin', 'gempa', 'jogja', 'sma', 'habis', 'gempa', 'jaring', 'komunikasi', 'putus', 'keluarga', 'panik', 'saudara', 'gak', 'dihubungin', 'mantengin', 'berita', 'tv', 'sembari', 'ngeredial', 'nomer', 'saudara']"
2022-11-22 23:06:34+00:00,1.0,neutral,korban gempa cianjur masih trauma  pilih dirawat di tenda darurat di rsud cianjur,"['korban', 'gempa', 'cianjur', 'trauma', 'pilih', 'rawat', 'tenda', 'darurat', 'rsud', 'cianjur']"
2022-11-22 23:06:34+00:00,1.0,neutral,pegawai bapenda jabar dan samsat urunan untuk korban gempa cianjur,"['pegawai', 'bapenda', 'jabar', 'samsat', 'urun', 'korban', 'gempa', 'cianjur']"
2022-11-22 23:06:58+00:00,1.0,neutral,update donasi    nctzen dan wayzenni indonesia bantu korban bencana gempa cianjur  jawa barat   total uang masuk  rp     target donasi  rp     berbagi melalui   qris   kitabisa,"['update', 'donasi', 'nctzen', 'wayzenni', 'indonesia', 'bantu', 'korban', 'bencana', 'gempa', 'cianjur', 'jawa', 'barat', 'total', 'uang', 'masuk', 'rp', 'target', 'donasi', 'rp', 'bagi', 'qris', 'kitabisa']"
2022-11-22 23:08:13+00:00,-1.0,shelter,update korban gempa cianjur   mengungsi    rumah rusak,"['update', 'korban', 'gempa', 'cianjur', 'ungsi', 'rumah', 'rusak']"
2022-11-22 23:08:19+00:00,-1.0,neutral,november   gempa berkekuatan   skala mag melanda cianjur dan sekitarnya sekira pukul   wib  puluhan jiwa meninggal dunia dan ratusan lainnya mengalami lukaluka akibat gempa tersebut  pmi jateng mengajak masyarakat untuk berbagi bersama melalui pmi jateng peduli,"['november', 'gempa', 'kuat', 'skala', 'mag', 'landa', 'cianjur', 'sekira', 'wib', 'puluh', 'jiwa', 'tinggal', 'dunia', 'ratus', 'alami', 'lukaluka', 'akibat', 'gempa', 'pmi', 'jateng', 'ajak', 'masyarakat', 'bagi', 'pmi', 'jateng', 'peduli']"
2022-11-22 23:08:33+00:00,-1.0,neutral,sukabumi  cianjur  lembang  purwakarta  dan bandung merupakan kawasan rawan gempa,"['sukabumi', 'cianjur', 'lembang', 'purwakarta', 'bandung', 'kawasan', 'rawan', 'gempa']"
2022-11-22 23:08:39+00:00,1.0,neutral,inpres jokowi terkait penanganan gempa cianjur   prayforcianjur,"['inpres', 'jokowi', 'kait', 'tangan', 'gempa', 'cianjur', 'prayforcianjur']"
2022-11-22 23:08:40+00:00,-1.0,neutral,berita populer nusantara mulai dari kericuhan munas hipmi di solo  jawa tengah hingga update korban gempa di cianjur yang mayortias anakanak,"['berita', 'populer', 'nusantara', 'ricuh', 'munas', 'hipmi', 'solo', 'jawa', 'update', 'korban', 'gempa', 'cianjur', 'mayortias', 'anakanak']"
2022-11-22 23:08:43+00:00,-1.0,neutral,update gempa cianjur  meninggal   dlm pencarian   lukaluka    mengungsi  bnpb mendata  rumah rusak berat   rusak sedang amp    rusak ringan   kecamatan di cianjur yg terdampak gempa    sholat ghaib dilakukan ratusan warga gaza untuk gempa cianjur,"['update', 'gempa', 'cianjur', 'tinggal', 'dlm', 'cari', 'lukaluka', 'ungsi', 'bnpb', 'data', 'rumah', 'rusak', 'berat', 'rusak', 'amp', 'rusak', 'ringan', 'camat', 'cianjur', 'dampak', 'gempa', 'sholat', 'ghaib', 'ratus', 'warga', 'gaza', 'gempa', 'cianjur']"
2022-11-22 23:09:20+00:00,-1.0,neutral,daritadi ni akin bmkg ingponya cianjur gempa mulu,"['daritadi', 'ni', 'akin', 'bmkg', 'ingponya', 'cianjur', 'gempa', 'mulu']"
2022-11-22 23:09:24+00:00,1.0,neutral,dirjenpas akan perbaiki tembok lapas yang rusak akibat gempacianjur,"['dirjenpas', 'baik', 'tembok', 'lapas', 'rusak', 'akibat', 'gempacianjur']"
2022-11-22 23:09:42+00:00,1.0,neutral,energitodayid pertamina kemenbumn kedatangan pertamina untuk meringankan beban masyarakat cianjur yang terkena dampak gempa,"['energitodayid', 'pertamina', 'kemenbumn', 'datang', 'pertamina', 'ringan', 'beban', 'masyarakat', 'cianjur', 'kena', 'dampak', 'gempa']"
2022-11-22 23:09:49+00:00,1.0,evacuation route,asslkm bgi teman ku mohon bntuan kemanusian nya saya atas nama neneng dari kmpung ciwalen rt  desa ciwalen kc warung kondang kb cianjur jawa barat yg lgi kena bencana alam gempa bumi mohon bantuan nya untuk temen smua,"['asslkm', 'bgi', 'teman', 'ku', 'mohon', 'bntuan', 'kemanusian', 'nama', 'neneng', 'kmpung', 'ciwalen', 'rt', 'desa', 'ciwalen', 'kc', 'warung', 'kondang', 'kb', 'cianjur', 'jawa', 'barat', 'lgi', 'kena', 'bencana', 'alam', 'gempa', 'bumi', 'mohon', 'bantu', 'temen', 'smua']"
2022-11-22 23:10:55+00:00,1.0,neutral,kisah korban selamat gempa cianjur  tiba tiba tembok ambruk,"['kisah', 'korban', 'selamat', 'gempa', 'cianjur', 'tembok', 'ambruk']"
2022-11-22 23:12:30+00:00,-1.0,neutral,ka jii javjinandra daerah aku cianjur kena dampak gempa darat kemaren huhu jadi banyak info hoax yang bikin takut  dan kadang masih banyak gempa susulan,"['ka', 'jii', 'javjinandra', 'daerah', 'cianjur', 'kena', 'dampak', 'gempa', 'darat', 'kemaren', 'huhu', 'info', 'hoax', 'bikin', 'takut', 'kadang', 'gempa', 'susul']"
2022-11-22 23:12:32+00:00,1.0,neutral,topik im pagi   pro  rri   grk cpt tngni korban gempa cianjur   potensi gempa susulan di cianjur  perlu kwspdan   pesan presiden jokowi untk caprescawapres  ada indikasi judi online  ppatk hntkn trnsksi  rekening   penangnn polio di pidie aceh impagi  iva,"['topik', 'im', 'pagi', 'pro', 'rri', 'grk', 'cpt', 'tngni', 'korban', 'gempa', 'cianjur', 'potensi', 'gempa', 'susul', 'cianjur', 'kwspdan', 'pesan', 'presiden', 'jokowi', 'untk', 'caprescawapres', 'indikasi', 'judi', 'online', 'ppatk', 'hntkn', 'trnsksi', 'rekening', 'penangnn', 'polio', 'pidie', 'aceh', 'impagi', 'iva']"
2022-11-22 23:12:54+00:00,1.0,neutral,pks instruksikan wakil rakyatnya sisihkan gaji untuk korban gempa cianjur,"['pks', 'instruksi', 'wakil', 'rakyat', 'sisih', 'gaji', 'korban', 'gempa', 'cianjur']"
2022-11-22 23:12:56+00:00,1.0,neutral,jiwa raga kami demi kemanusiaan untuk cianjur  sigapterdampakbencana potret personel korps bhayangkara saat menyelamatkan anak kecil korban bencana alam gempa bumi di cianjur  jawa barat  senin,"['jiwa', 'raga', 'manusia', 'cianjur', 'sigapterdampakbencana', 'potret', 'personel', 'korps', 'bhayangkara', 'selamat', 'anak', 'korban', 'bencana', 'alam', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'senin']"
2022-11-22 23:13:02+00:00,1.0,evacuation route,tempuh perjalanan bermobil  presiden joko widodo pastikan akses jalan yang tertutup akibat gempa cianjur sudahterbuka,"['tempuh', 'jalan', 'mobil', 'presiden', 'joko', 'widodo', 'pasti', 'akses', 'jalan', 'tutup', 'akibat', 'gempa', 'cianjur', 'sudahterbuka']"
2022-11-22 23:13:02+00:00,1.0,shelter,ekonomiritumbuhtinggi  wapres ri kyai maruf amin minta agar pengungsi korban gempa cianjur mendapat hunian layak sementara  ekonomiritumbuhtinggi,"['ekonomiritumbuhtinggi', 'wapres', 'ri', 'kyai', 'maruf', 'amin', 'ungsi', 'korban', 'gempa', 'cianjur', 'huni', 'layak', 'ekonomiritumbuhtinggi']"
2022-11-22 23:15:35+00:00,-1.0,neutral,korban meninggal gempa cianjur  bnpb sebut mencapai  orang  tempovideo,"['korban', 'tinggal', 'gempa', 'cianjur', 'bnpb', 'capai', 'orang', 'tempovideo']"
2022-11-22 23:15:36+00:00,1.0,neutral,moviemenfes mau titip ini barang kali ada yang mau ikut berdonasi buat warga cianjur yg terkena dampak bencana gempa,"['moviemenfes', 'titip', 'barang', 'kali', 'donasi', 'warga', 'cianjur', 'kena', 'dampak', 'bencana', 'gempa']"
2022-11-22 23:16:25+00:00,1.0,neutral,ke daerah kab bandung ga berasa  ngeri nya daerah sumedang garut jg kan rawan gempa tektonik yg cetek gini  kita waspada saja  sambil doa amp  saling bantu ke cianjur  jawa barat yaudah emang rawan gempa   doa bersama saja kuy,"['daerah', 'kab', 'bandung', 'asa', 'ngeri', 'daerah', 'sumedang', 'garut', 'jg', 'rawan', 'gempa', 'tektonik', 'cetek', 'gin', 'waspada', 'doa', 'amp', 'bantu', 'cianjur', 'jawa', 'barat', 'yaudah', 'emang', 'rawan', 'gempa', 'doa', 'kuy']"
2022-11-22 23:16:26+00:00,1.0,neutral,tvonenews kepala bnpb letjen tni suharyanto mengatakan ketika terjadi gempa pada senin  pukul   wib  itu merupakan jadwal anakanak di cianjur  mengaji     ya rabb  inna lillahi wa inna ilaihi rajiun,"['tvonenews', 'kepala', 'bnpb', 'letjen', 'tni', 'suharyanto', 'gempa', 'senin', 'wib', 'jadwal', 'anakanak', 'cianjur', 'aji', 'ya', 'rabb', 'inna', 'lillahi', 'wa', 'inna', 'ilaihi', 'rajiun']"
2022-11-22 23:17:03+00:00,1.0,neutral,gempacianjurpemerintahbantuuntukrumahrusakberatrpjuta,['gempacianjurpemerintahbantuuntukrumahrusakberatrpjuta']
2022-11-22 23:17:28+00:00,1.0,neutral,gempa di cianjur  pengurus cabang nahdlatul ulama pcnu cilacap siap mengirim relawan untuk membantu para korban   baca selengkapnya disinigt gt,"['gempa', 'cianjur', 'urus', 'cabang', 'nahdlatul', 'ulama', 'pcnu', 'cilacap', 'kirim', 'rawan', 'bantu', 'korban', 'baca', 'lengkap', 'disinigt', 'gt']"
2022-11-22 23:17:42+00:00,-1.0,neutral,bnpb sebut  orang masih hilang akibat gempa cianjur,"['bnpb', 'orang', 'hilang', 'akibat', 'gempa', 'cianjur']"
2022-11-22 23:18:12+00:00,1.0,neutral,evakuasi korban gempa cianjur  liputan  bandung,"['evakuasi', 'korban', 'gempa', 'cianjur', 'liput', 'bandung']"
2022-11-22 23:18:34+00:00,-1.0,neutral,gempa cianjur  ancaman gempa jakarta  dan megathrust magnitudo    via youtube,"['gempa', 'cianjur', 'ancam', 'gempa', 'jakarta', 'megathrust', 'magnitudo', 'via', 'youtube']"
2022-11-22 23:18:40+00:00,1.0,neutral,segenap keluarga besar lembaga pemasyarakatan kelas iib polewali kanwil kemenkumham sulbar turut berduka cita atas musibah gempa bumi yang menimpa saudara kami di cianjur dan sekitarnya,"['segenap', 'keluarga', 'lembaga', 'masyarakat', 'kelas', 'iib', 'polewali', 'kanwil', 'kemenkumham', 'sulbar', 'duka', 'cita', 'musibah', 'gempa', 'bumi', 'timpa', 'saudara', 'cianjur']"
2022-11-22 23:18:59+00:00,-1.0,neutral,tanah robek hingga  km akibat pergerakan sesar yang picu gempacianjur,"['tanah', 'robek', 'km', 'akibat', 'gera', 'sesar', 'picu', 'gempacianjur']"
