full_text,label
"['bnpb', 'sorot', 'warga', 'korban', 'gempa', 'cianjur', 'ungsi', 'mandiri', 'diri', 'tenda', 'kualitas', 'ada', '', 'gempacianjur']",1.0
"['pasca', 'gempa', 'cianjur', 'jokowi', 'instruksi', 'bangun', 'rumah', 'warga', 'anti', 'gempa']",1.0
"['bmkg', 'peluang', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'ulang', '']",1.0
"['presiden', 'jokowi', 'tinjau', 'tinggal', 'ungsi', 'gempa', 'cianjur']",1.0
"['repost', 'with', 'selasa', 'polisi', 'jibaku', 'tolong', 'korban', 'gempa', 'bumi', 'cianjur', 'prayforcianjur', 'doauntukcianjur', 'polisipenolong', 'polrihadiruntukmasyarakat', 'polisi', 'polisipenolong', 'polisikita', 'repostandroid']",1.0
"['kapolri', 'tinjau', 'lokasi', 'gempa', 'bumi', 'cianjur', 'pasti', 'warga', 'bantu', 'maksimal']",1.0
"['tri', 'bumn', 'langsung', 'turun', 'lokasi', 'bencana', 'gempa', 'cianjur', 'bantu', 'korban', 'satgasbencanabumn', 'bumnuntukcianjur']",1.0
"['segenap', 'keluarga', 'stikes', 'holistik', 'duka', 'cita', 'musibah', 'gempa', 'cianjur', 'senin', 'november', 'moga', 'kuat', 'tabah', 'hadap', 'musibah', 'aamiin', 'yaa', 'rabbal', '', 'aalamiin', 'prayforcianjur']",1.0
"['moga', 'tambah', 'korban', 'gempa', 'cianjur', 'dsk', 'korban', 'luka', 'hilang', 'tinggal', 'atas', 'pemda', 'perintah', 'aamiin']",1.0
"['apoteker', 'rawan', 'berangkat', 'lokasi', 'bencana', 'gempa', 'cianjur']",1.0
"['apoteker', 'rawan', 'berangkat', 'lokasi', 'bencana', 'gempa', 'cianjur']",1.0
"['gempa', 'cianjur', 'korban', 'tinggal', 'orang', 'ribu', 'rumah', 'ambruk', 'duka', 'cita', 'bmkg', 'rasa', 'jawa', 'barat', 'sr', 'innalillahi', 'gempa', 'earthquake']",1.0
"['dubes', 'ri', 'keluarga', 'kbri', 'mexico', 'city', 'duka', 'cita', 'musibah', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'jawa', 'barat', 'november', 'prayforcianjur']",1.0
"['banten', 'kirim', 'logistik', 'amp', 'sukarelawan', 'bantu', 'korban', 'gempa', 'cianjur', 'gempacianjur']",1.0
"['pj', 'walikota', 'duka', 'dalam', 'korban', 'gempa', 'cianjur']",1.0
"['keluarga', 'rumah', 'tahan', 'negara', 'kelas', 'iib', 'prabumulih', 'duka', 'cita', 'gempa', 'bumi', 'kabupaten', 'cianjur', 'jawa', 'barat', 'pray', 'for', 'cianjur', 'kumhampasti', 'kumhamsumsel', 'rutanprabumulihkeluarga']",1.0
"['potret', 'jokowi', 'unjung', 'korban', 'gempa', 'bumi', 'cianjur']",1.0
"['pray', 'to', 'cianjur', 'moga', 'yg', 'kena', 'korban', 'gempa', 'sehat', 'sabar', 'dlm', 'hadap', 'coba', 'yg']",1.0
"['potret', 'bangun', 'sekolah', 'kab', 'cianjur', 'rusak', 'berat', 'akibat', 'gempa', 'bumi', 'kuat', 'magnitudo', 'via']",1.0
"['duka', 'cita', 'musibah', 'gempa', 'bumi', 'cianjur', 'doa', 'korban', 'gempa', 'bumi', 'cianjur', 'moga', 'keluarga', 'rekan', 'saudara', 'cianjur', 'aman', 'sehat', 'cepat', 'pulih', 'aktivitas', 'aamiin']",1.0
"['top', 'hits', 'november', 'update', 'korban', 'tinggal', 'dunia', 'gempa', 'bumi', 'cianjur', 'cari']",-1.0
"['doa', 'cianjur', 'doa', 'baik', 'saudara', 'dampak', 'bencana', 'gempa', 'bumi', 'moga', 'senantiasa', 'saudara', 'sabar', 'kuat', 'jaringanindonesiapositif', 'focalpointjip', 'doauntukcianjur']",1.0
"['inna', 'lillahi', 'wa', 'inna', 'ilaihi', 'rajiun', 'keluarga', 'balai', 'latih', 'terna', 'batu', 'duka', 'cita', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'senin', 'november', 'wib']",1.0
"['bnpb', 'alas', 'korban', 'jiwa', 'anakanak', 'gempa', 'bumi', 'cianjur', 'alas']",1.0
"['pks', 'instruksi', 'wakil', 'rakyat', 'sisih', 'gaji', 'korban', 'gempa', 'cianjur', 'lengkap']",1.0
"['pmi', 'sejawa', 'barat', 'pmi', 'sedki', 'jakarta', 'kerah', 'personilnya', 'upaya', 'cari', 'selamat', 'masyarakat', 'korban', 'bencana', 'alam', 'gempa', 'bumi', 'wilayah', 'kab', 'cianjur', 'jawa', 'barat', 'senin', 'cc']",1.0
"['shock', 'salah', 'keluarga', 'korban', 'gempa', 'cianjur', '']",1.0
"['badan', 'geologi', 'esdm', 'tetap', 'cianjur', 'daerah', 'rawan', 'gempa', 'level']",1.0
"['buai', 'org', 'dgn', 'janji', 'janji', 'utk', 'korban', 'gempa', 'palu', 'donggala', 'skrg', 'blm', 'selesai', 'kasihan', 'sdr', '', '', 'kpd', 'media', 'tolong', 'kasih', 'berita', 'lengkap', 'krn', 'duit', 'yg', 'cianjur', 'duit', 'negara', 'tangan', 'dia']",-1.0
"['ungsi', 'gempa', 'nagrag', 'cianjur', 'butuh', 'obatobatan', 'terang']",1.0
"['kampung', 'garung', 'desa', 'cirumput', 'cugenang', 'kabupaten', 'cianjur', 'salah', 'desa', 'dampak', 'gempa']",1.0
"['gempa', 'cianjur', 'bikin', 'gw', 'gempa', 'jogja', 'gw', 'sma', 'habis', 'gempa', 'jaring', 'komunikasi', 'putus', 'gw', 'keluarga', 'panik', 'saudara', 'gak', 'yg', 'dihubungin', 'gw', 'mantengin', 'berita', 'tv', 'sembari', 'ngeredial', 'nomer', 'saudara']",1.0
"['korban', 'gempa', 'cianjur', 'trauma', 'pilih', 'rawat', 'tenda', 'darurat', 'rsud', 'cianjur']",1.0
"['pegawai', 'bapenda', 'jabar', 'samsat', 'urun', 'korban', 'gempa', 'cianjur']",1.0
"['update', 'donasi', 'nctzen', 'wayzenni', 'indonesia', 'bantu', 'korban', 'bencana', 'gempa', 'cianjur', 'jawa', 'barat', 'total', 'uang', 'masuk', 'rp', 'target', 'donasi', 'rp', 'bagi', 'qris', 'kitabisa']",1.0
"['update', 'korban', 'gempa', 'cianjur', 'ungsi', 'rumah', 'rusak']",1.0
"['november', 'gempa', 'kuat', 'skala', 'mag', 'landa', 'cianjur', 'sekira', 'wib', 'puluh', 'jiwa', 'tinggal', 'dunia', 'ratus', 'alami', 'lukaluka', 'akibat', 'gempa', 'pmi', 'jateng', 'ajak', 'masyarakat', 'bagi', 'pmi', 'jateng', 'peduli']",1.0
"['sukabumi', 'cianjur', 'lembang', 'purwakarta', 'bandung', 'kawasan', 'rawan', 'gempa']",-1.0
"['inpres', 'kait', 'tangan', 'gempa', 'cianjur', 'prayforcianjur']",1.0
"['berita', 'populer', 'nusantara', 'ricuh', 'munas', 'hipmi', 'solo', 'jawa', 'update', 'korban', 'gempa', 'cianjur', 'mayortias', 'anakanak']",1.0
"['update', 'gempa', 'cianjur', 'tinggal', 'dlm', 'cari', 'lukaluka', 'ungsi', 'bnpb', 'data', 'rumah', 'rusak', 'berat', 'rusak', 'amp', 'rusak', 'ringan', 'camat', 'cianjur', 'yg', 'dampak', 'gempa', 'sholat', 'ghaib', 'ratus', 'warga', 'gaza', 'gempa', 'cianjur']",1.0
"['daritadi', 'ni', 'akin', 'bmkg', 'ingponya', 'cianjur', 'gempa', 'mulu']",-1.0
"['dirjenpas', 'baik', 'tembok', 'lapas', 'rusak', 'akibat', 'gempa', 'cianjur']",1.0
"['datang', 'pertamina', 'ringan', 'beban', 'masyarakat', 'cianjur', 'kena', 'dampak', 'gempa']",1.0
"['asslkm', 'bgi', 'teman', 'ku', 'mohon', 'bntuan', 'kemanusian', 'nya', 'nama', 'neneng', 'kmpung', 'ciwalen', 'rt', 'desa', 'ciwalen', 'kcwarung', 'kondang', 'kbcianjur', 'jawa', 'barat', 'yg', 'lgi', 'kena', 'bencana', 'alam', 'gempa', 'bumi', 'mohon', 'bantu', 'nya', 'temen', 'smua']",1.0
"['kisah', 'korban', 'selamat', 'gempa', 'cianjur', 'tembok', 'ambruk']",1.0
"['ka', 'jii', 'daerah', 'cianjur', 'kena', 'dampak', 'gempa', 'darat', 'kemaren', 'huhu', 'info', 'hoax', 'bikin', 'takut', 'kadang', 'gempa', 'susul']",-1.0
"['topik', 'im', 'pagi', 'pro', 'rri', 'grk', 'cpt', 'tngni', 'korban', 'gempa', 'cianjur', 'potensi', 'gempa', 'susul', 'cianjur', 'kwspdan', 'pesan', 'presiden', 'jokowi', 'untk', 'caprescawapres', 'indikasi', 'judi', 'online', 'ppatk', 'hntkn', 'trnsksi', 'rekening', 'penangnn', 'polio', 'pidie', 'aceh', 'impagi', 'iva']",1.0
"['pks', 'instruksi', 'wakil', 'rakyat', 'sisih', 'gaji', 'korban', 'gempa', 'cianjur']",1.0
"['jiwa', 'raga', 'manusia', 'cianjur', 'sigapterdampakbencana', 'potret', 'personel', 'korps', 'bhayangkara', 'selamat', 'anak', 'korban', 'bencana', 'alam', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'senin']",1.0
"['ekonomiritumbuhtinggi', 'wapres', 'ri', 'kyai', 'maruf', 'amin', 'ungsi', 'korban', 'gempa', 'cianjur', 'huni', 'layak', 'ekonomiritumbuhtinggi']",1.0
"['tempuh', 'jalan', 'mobil', 'presiden', 'joko', 'widodo', 'pasti', 'akses', 'jalan', 'tutup', 'akibat', 'gempa', 'cianjur', 'buka']",1.0
"['rumah', 'hancur', 'kena', 'gempa', 'cianjur', 'bocah', 'farid', 'syukur', 'keluarga', 'selamat']",1.0
"['jazuli', 'instruksi', 'aleg', 'pks', 'potong', 'gaji', 'bantu', 'korban', 'gempa', 'cianjur']",1.0
"['perintah', 'gerak', 'cepat', 'tangan', 'dampak', 'bencana', 'gempa', 'bumi', 'cianjur', 'ekonomiritumbuhtinggi']",1.0
"['legislator', 'potong', 'gaji', 'bantu', 'korban', 'gempa', 'cianjur']",1.0
"['presiden', 'jokowi', 'jalur', 'darat', 'cianjur', 'pasti', 'tangan', 'korban', 'gempa', 'ekonomiritumbuhtinggi']",1.0
"['polisi', 'negara', 'republik', 'indonesia', 'pray', 'for', 'cianjur', 'duka', 'cita', 'bencana', 'gempa', 'cianjur', 'jawa', 'barat', 'polri', 'sigapterdampakbencana', 'jiwa', 'raga', 'manusia', 'cianjur']",1.0
"['gempa', 'susul', 'guncang', 'cianjur', 'kuat', 'capai', 'm']",1.0
"['aksi', 'fraksi', 'pks', 'potong', 'gaji', 'bantu', 'korban', 'gempa', 'cianjur']",1.0
"['wasekjen', 'demokrat', 'bencana', 'gempa', 'cianjur', 'perintah', 'ahy', 'langsung', 'bantu', 'korban']",1.0
"['inpres', 'kait', 'tangan', 'gempa', 'cianjur', 'prayforcianjur']",1.0
"['musibah', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'menteri', 'bumn', 'erick', 'thohir', 'perintah', 'satgasbencanabumn', 'yayasan', 'bumn', 'gerak', 'cepat', 'bantu', 'tangan', 'jangka', 'pendek', 'jangka', 'panjang', 'warga', 'dampak', 'gempa', 'bumi', 'bangkitbersamaet']",1.0
"['trauma', 'ajar', 'gempa', 'cianjur', 'sistem', 'ajar', 'ubah', 'pola', 'tempotekno']",-1.0
"['rs', 'cibabat', 'tangan', 'korban', 'gempa', 'cianjur', 'video', 'cianjur', 'cibabat']",1.0
"['muhaimin', 'iskandar', 'terjun', 'tim', 'khusus', 'bantu', 'korban', 'gempa', 'bumi', 'cianjur']",1.0
"['pmi', 'sejawa', 'barat', 'pmi', 'dki', 'jakarta', 'kerah', 'personilnya', 'upaya', 'cari', 'selamat', 'masyarakat', 'korban', 'bencana', 'alam', 'gempa', 'bumi', 'wilayah', 'kab', 'cianjur', 'jabar', 'senin', 'via']",1.0
"['korban', 'tinggal', 'gempa', 'cianjur', 'bnpb', 'capai', 'orang', 'tempovideo']",1.0
"['titip', 'barang', 'kali', 'donasi', 'warga', 'cianjur', 'yg', 'kena', 'dampak', 'bencana', 'gempa']",1.0
"['daerah', 'kab', 'bandung', 'ga', 'asa', 'ngeri', 'nya', 'daerah', 'sumedang', 'garut', 'jg', 'rawan', 'gempa', 'tektonik', 'yg', 'cetek', 'gin', 'waspada', 'doa', 'amp', 'bantu', 'cianjur', 'jawa', 'barat', 'yaudah', 'emang', 'rawan', 'gempa', 'doa', 'kuy']",1.0
"['kepala', 'bnpb', 'letjen', 'tni', 'suharyanto', 'gempa', 'senin', 'wib', 'jadwal', 'anakanak', 'cianjur', 'aji', 'ya', 'rabb', 'inna', 'lillahi', 'wa', 'inna', 'ilaihi', 'rajiun']",1.0
['gempacianjurpemerintahbantuuntukrumahrusakberatrpjuta'],1.0
"['gempa', 'cianjur', 'urus', 'cabang', 'nahdlatul', 'ulama', 'pcnu', 'cilacap', 'kirim', 'rawan', 'bantu', 'korban', 'baca', 'lengkap', 'disinigt', 'gt']",1.0
"['bnpb', 'orang', 'hilang', 'akibat', 'gempa', 'cianjur']",1.0
"['evakuasi', 'korban', 'gempa', 'cianjur', 'liput', 'bandung']",1.0
"['gempa', 'cianjur', 'ancam', 'gempa', 'jakarta', 'megathrust', 'magnitudo', 'via']",-1.0
"['segenap', 'keluarga', 'lembaga', 'masyarakat', 'kelas', 'iib', 'polewali', 'kanwil', 'kemenkumham', 'sulbar', 'duka', 'cita', 'musibah', 'gempa', 'bumi', 'timpa', 'saudara', 'cianjur']",1.0
"['tanah', 'robek', 'km', 'akibat', 'gera', 'sesar', 'picu', 'gempa', 'cianjur']",1.0
"['jakarta', 'gempa', 'bumi', 'kuat', 'sr', 'guncang', 'cianjur', 'jawa', 'barat', 'senin', 'ketua', 'fraksi', 'pks', 'dpr', 'ri', 'sikap', 'peristiwa', 'ketua', 'fraksi', 'pks', 'dpr', 'ri', 'jazuli', 'juwaini', 'instruksi', 'anggota', 'legislatif', 'pks']",1.0
"['data', 'baru', 'korban', 'gempa', 'cianjur', 'orang', 'hilang', 'tinggal', 'warga', 'ungsi']",1.0
"['kakanwil', 'a', 'yuspahruddin', 'kemenkumham', 'jateng', 'warga', 'bina', 'tugas', 'rutan', 'salatiga', 'laksana', 'doa', 'korban', 'gempa', 'cianjur']",1.0
"['tum', 'pkb', 'ribu', 'warga', 'dki', 'doa', 'korban', 'gempa', 'cianjur']",1.0
"['pemprov', 'banten', 'berangkat', 'bantu', 'korban', 'bencana', 'gempa', 'cianjur']",1.0
"['kapolda', 'jawa', 'timur', 'serta', 'staff', 'jajar', 'duka', 'cita', 'musibah', 'gempa', 'magnitudo', 'm', 'wilayah', 'cianjur', 'cianjur']",1.0
"['cianjurbantuan', 'korban', 'gempa', 'cianjur', 'kalang', 'organisasi', 'masyarakat', 'partai', 'politik', 'salah', 'satu', 'pimpin', 'daerah', 'kolektif', 'pdk', 'kosgoro', 'provinsi', 'jawa', 'barat', 'sumbang']",1.0
"['korban', 'gempa', 'cianjur', 'jiwa', 'sejarah', 'gempa', 'rusak', 'cianjursukabumi', 'tempotekno']",1.0
"['pray', 'for', 'cianjur', 'mari', 'sisih', 'donasi', 'saudara', 'tuk', 'bantu', 'korban', 'gempa', 'cianjur']",1.0
"['keluarga', 'korem', 'wira', 'satya', 'pray', 'for', 'cianjur', 'mari', 'doa', 'saudara', 'cianjur', 'timpa', 'musibah', 'gempa', 'kuat', 'm', 'moga', 'sabar', 'cepat', 'pulih', 'aamiin', 'ya', 'robbalalamiin']",1.0
"['bantu', 'kapolri', 'korban', 'gempa', 'cianjur', 'sigapterdampakbencana', 'kapolri', 'kadiv', 'humas', 'polri', 'terjun', 'langsung', 'serah', 'bantu', 'korban', 'bencana', 'alam', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'selasa']",1.0
"['duka', 'indonesia', 'orang', 'tinggal', 'akibat', 'gempa', 'cianjur']",1.0
"['akibat', 'gempa', 'cianjur', 'rumah', 'rusak', 'orang', 'lapor', 'hilang']",1.0
"['putin', 'belasungkawa', 'simpati', 'gempa', 'cianjur']",1.0
"['jiwa', 'raga', 'manusia', 'cianjur', 'sigapterdampakbencana', 'potret', 'personel', 'korps', 'bhayangkara', 'selamat', 'anak', 'korban', 'bencana', 'alam', 'gempa', 'bumi', 'cianjur', 'jawa', 'barat', 'senin']",1.0
"['mbz', 'ucap', 'bela', 'sungkawa', 'bencana', 'gempa', 'bumi', 'kabupaten', 'cianjur']",1.0
"['presiden', 'jokowi', 'temu', 'ungsi', 'korban', 'gempa', 'cianjur', 'november']",1.0
"['', 'jahat', 'banget', 'ya', 'allah', '', 'alhamdulillah', 'orang', 'udah', 'ketemu', 'ngomong', 'gin', 'mampus', 'njing', 'moga', 'daerah', 'cianjur', 'kena', 'gempa', 'mau', 'kasih', 'hujan', 'api', 'aja']",-1.0
"['bawaslu', 'duka', 'dalam', 'doa', 'baik', 'korban', 'gempa', 'bumi', 'cianjur', 'moga', 'keluarga', 'korban', 'sabar', 'tabah']",1.0
"['presiden', 'joko', 'widodo', 'gelar', 'rapat', 'batas', 'jajar', 'lokasi', 'ungsi', 'korban', 'gempa', 'cianjur', 'taman', 'prawatasari', 'cianjur', 'rapat', 'dadak', 'presiden', 'instruksi', 'jajar', 'buka', 'daerah', 'isolasi']",1.0
"['pln', 'hasil', 'pulih', 'listrik', 'wilayah', 'dampak', 'gempa', 'cianjur']",1.0
"['pemkab', 'tulungagung', 'miss', 'universe', 'switzerland', 'alia', 'guidi', 'gelar', 'aksi', 'galang', 'dana', 'korban', 'gempa', 'cianjur', 'jawa', 'barat', 'baca']",1.0
"['kapolri', 'serap', 'aspirasi', 'masyarakat', 'korban', 'gempa', 'bumi', 'cianjur']",1.0
"['sit', 'kartika', 'chandra', 'koorcab', 'rem', 'pd', 'ixudayana', 'pray', 'for', 'cianjur', 'mari', 'doa', 'saudara', 'cianjur', 'timpa', 'musibah', 'gempa', 'kuat', 'm', 'moga', 'sabar', 'cepat', 'pulih', 'aamiin', 'ya', 'robbalalamiin']",1.0
"['suasana', 'haru', 'campur', 'cemas', 'limut', 'orangorang', 'kabar', 'selamat', 'anggota', 'keluarga', 'korban', 'gempa', 'cianjur', 'jabar', 'metropolitan', 'adadikompas']",1.0
"['bmkg', 'umum', 'pesan', 'suara', 'informasi', 'palsu', 'kait', 'gempa', 'bumi', 'pesan', 'suara', 'gempa', 'waduk', 'cirata', 'cianjur', 'hoax']",-1.0
"['hilang', 'gempa', 'cianjur', 'kondisi', 'adik', 'dinar', 'candy', 'temu', 'teteng', 'aku', 'rasa', 'gempa', 'kali', 'gempa', 'rumah', 'kampung', 'hancur']",1.0
"['wanita', 'lansia', 'korban', 'bencana', 'alam', 'gempa', 'bumi', 'wilayah', 'kab', 'cianjur', 'jawa', 'barat', 'senin', 'polri', 'sigapterdampakbencana', 'bentuk', 'manusia', 'cianjur']",1.0
"['terima', 'kasih', 'secret', 'number', 'pribadi', 'duka', 'peristiwa', 'gempa', 'bumi', 'cianjur', 'moga', 'keluarga', 'korban', 'sabar', 'tabah']",1.0
"['ngga', 'tau', 'kalo', 'denger', 'nama', 'itaewon', 'gempa', 'cianjur', 'tu', 'langsung', 'trigger', 'badan', 'tu', 'merinding', 'cuman', 'denger', 'nama', 'aja', 'mata', 'ikut', 'ngembeng', 'ngga', 'ngalamin', 'langsung']",-1.0
"['bmkg', 'umum', 'pesan', 'suara', 'informasi', 'palsu', 'kait', 'gempa', 'bumi', 'pesan', 'suara', 'gempa', 'waduk', 'cirata', 'cianjur', 'hoax']",-1.0
"['sahabat', 'kompas', 'proses', 'evakuasi', 'ungsi', 'korban', 'gempacianjur', 'perhati', 'duga', 'korban', 'timbun', 'runtuh', 'baca', 'lapor', 'lengkap', 'hari', 'kompas', 'kompasid', 'adadikompas']",1.0
"['bank', 'mandiri', 'bantu', 'korban', 'gempa', 'cianjur', 'bandarlampung', 'sumatra']",1.0
"['tum', 'nasdem', 'surya', 'paloh', 'duka', 'gempa', 'guncang', 'cianjur', 'lantas', 'dorong', 'perintah', 'baik', 'rumah', 'warga', 'rusak']",1.0
"['kapolri', 'sambang', 'puluh', 'ribu', 'ungsi', 'gempa', 'cianjur']",1.0
